trip_id,rider_id,zone,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,population_density,traffic_index,avg_speed_kmph,zone_type
T01579,R0179,Zone_9,10.48,79.57,163.52,Wallet,2023-08-10,0,Meera Patel,28,Male,Kolkata,2022-04-11,274,14,4.64,11037,1.83,56.1,Mixed
T01580,R0048,Zone_8,2.34,12.14,46.18,UPI,2023-05-04,1,Kavya Sharma,35,Male,Hyderabad,2019-05-31,207,1,3.02,4516,1.93,31.0,Business
T01581,R0027,Zone_10,0.23,1.98,2.39,Cash,2023-12-31,1,Ishaan Iyer,39,Male,Jaipur,2019-10-05,403,61,3.98,2440,1.54,35.4,Industrial
T01582,R0170,Zone_3,10.04,91.04,140.22,Cash,2023-07-17,0,Saanvi Kumar,29,Other,Bengaluru,2020-05-20,28,3,3.68,12971,2.11,38.0,Business
T01583,R0268,Zone_10,2.94,21.9,39.9,Credit Card,2023-08-06,1,Ishaan Kumar,34,Male,Chennai,2022-10-16,10,0,4.6,2440,1.54,35.4,Industrial
T01584,R0056,Zone_4,12.22,110.73,221.25,Credit Card,2024-05-30,1,Meera Patel,40,Other,Hyderabad,2021-02-26,93,13,3.25,4038,2.46,48.2,Business
T01585,R0048,Zone_6,6.5600000000000005,35.87,154.83,UPI,2023-07-26,0,Kavya Sharma,35,Male,Hyderabad,2019-05-31,207,1,3.02,14627,0.54,37.6,Mixed
T01586,R0174,Zone_2,13.06,77.42,136.89,Credit Card,2023-10-12,0,Aadhya Patel,32,Male,Kolkata,2019-02-07,320,7,3.8,6371,0.91,58.4,Residential
T01587,R0003,Zone_5,18.63,94.05,275.09,UPI,2023-09-24,1,Kavya Reddy,34,Male,Pune,2023-05-04,45,9,3.76,2590,1.31,43.9,Business
T01588,R0191,Zone_10,7.69,41.24,78.94,UPI,2023-01-05,1,Meera Gupta,33,Other,Surat,2020-08-14,87,6,4.56,2440,1.54,35.4,Industrial
T01589,R0136,Zone_6,7.42,40.44,76.22,Wallet,2023-11-09,1,Diya Ghosh,34,Male,Hyderabad,2019-01-19,339,11,3.82,14627,0.54,37.6,Mixed
T01590,R0289,Zone_6,13.07,82.78,293.03,Credit Card,2023-05-30,1,Aarav Gupta,21,Other,Chennai,2021-09-30,322,14,4.17,14627,0.54,37.6,Mixed
T01591,R0081,Zone_9,13.32,85.06,120.07,Credit Card,2023-06-08,0,Diya Reddy,42,Other,Mumbai,2022-01-31,114,2,3.9,11037,1.83,56.1,Mixed
T01592,R0167,Zone_3,16.51,157.13,247.42,Cash,2024-03-16,0,Kavya Nair,44,Male,Hyderabad,2022-08-25,117,5,4.75,12971,2.11,38.0,Business
T01593,R0241,Zone_10,8.98,88.78,113.68,Cash,2024-01-04,0,Kavya Gupta,34,Female,Chennai,2020-01-13,165,3,3.28,2440,1.54,35.4,Industrial
T01594,R0169,Zone_7,4.84,45.31,84.76,Wallet,2023-07-19,0,Reyansh Kumar,32,Male,Delhi,2023-02-21,497,81,4.19,11070,0.64,45.2,Industrial
T01595,R0154,Zone_8,8.04,58.45,149.87,Credit Card,2023-02-05,0,Kavya Patel,18,Other,Kolkata,2019-03-25,466,79,4.68,4516,1.93,31.0,Business
T01596,R0236,Zone_5,4.88,46.24,119.52,Credit Card,2024-02-01,0,Arjun Gupta,28,Male,Ahmedabad,2020-08-10,61,1,3.36,2590,1.31,43.9,Business
T01597,R0214,Zone_5,9.2,49.69,74.11,Credit Card,2023-12-30,0,Aarav Kumar,20,Female,Kolkata,2022-09-14,210,2,4.53,2590,1.31,43.9,Business
T01598,R0277,Zone_3,3.66,20.35,51.93,Cash,2023-04-27,1,Kavya Gupta,42,Female,Jaipur,2021-01-22,433,16,3.06,12971,2.11,38.0,Business
T01599,R0196,Zone_1,12.51,69.51,154.55,Credit Card,2023-01-05,1,Vivaan Das,18,Male,Hyderabad,2019-06-24,51,9,4.93,4921,2.43,30.9,Residential
T01600,R0005,Zone_10,11.49,98.56,280.91,Cash,2023-10-25,0,Diya Reddy,27,Male,Ahmedabad,2021-05-31,294,30,3.53,2440,1.54,35.4,Industrial
T01601,R0083,Zone_2,8.7,83.36,191.83,Wallet,2024-03-06,1,Kavya Patel,45,Female,Mumbai,2021-12-31,475,39,4.4,6371,0.91,58.4,Residential
T01602,R0251,Zone_7,8.13,40.91,139.73,Wallet,2024-03-22,0,Vivaan Iyer,46,Female,Mumbai,2020-01-13,213,26,4.48,11070,0.64,45.2,Industrial
T01603,R0264,Zone_5,7.02,57.96,96.68,Wallet,2024-07-23,0,Aadhya Das,27,Other,Delhi,2019-02-06,401,54,3.59,2590,1.31,43.9,Business
T01604,R0253,Zone_10,14.56,124.59,132.54,Wallet,2024-01-10,1,Ishaan Gupta,26,Male,Surat,2021-08-19,173,24,3.16,2440,1.54,35.4,Industrial
T01605,R0077,Zone_1,13.94,83.86,238.65,Cash,2024-05-17,1,Reyansh Das,28,Male,Mumbai,2019-09-07,406,72,3.79,4921,2.43,30.9,Residential
T01606,R0179,Zone_9,8.73,82.07,177.84,Wallet,2024-05-20,1,Meera Patel,28,Male,Kolkata,2022-04-11,274,14,4.64,11037,1.83,56.1,Mixed
T01607,R0279,Zone_9,3.7199999999999998,18.65,52.72,UPI,2023-04-28,1,Diya Singh,25,Other,Pune,2022-04-21,454,84,3.73,11037,1.83,56.1,Mixed
T01608,R0257,Zone_4,2.12,16.02,18.57,Cash,2024-05-05,0,Arjun Reddy,36,Other,Delhi,2023-03-11,459,19,4.82,4038,2.46,48.2,Business
T01609,R0040,Zone_3,9.44,53.61,232.99,UPI,2024-06-09,1,Aarav Gupta,34,Other,Surat,2023-05-05,485,36,4.41,12971,2.11,38.0,Business
T01610,R0186,Zone_10,4.8100000000000005,32.34,69.28,UPI,2023-03-13,1,Ishaan Sharma,18,Other,Hyderabad,2020-12-11,373,19,3.26,2440,1.54,35.4,Industrial
T01611,R0104,Zone_2,10.38,81.05,102.76,UPI,2024-03-23,0,Diya Gupta,52,Male,Kolkata,2021-05-27,328,1,3.7,6371,0.91,58.4,Residential
T01612,R0271,Zone_4,6.07,60.67,117.3,Wallet,2023-09-24,0,Saanvi Iyer,22,Male,Bengaluru,2022-10-07,58,6,4.37,4038,2.46,48.2,Business
T01613,R0025,Zone_4,11.87,88.44,159.39,Cash,2023-09-08,0,Meera Das,21,Female,Mumbai,2021-10-22,42,3,4.01,4038,2.46,48.2,Business
T01614,R0100,Zone_2,9.04,72.33,200.2,Cash,2023-06-11,1,Ishaan Gupta,28,Male,Delhi,2021-05-24,383,60,3.79,6371,0.91,58.4,Residential
T01615,R0101,Zone_9,12.99,106.71,165.87,Credit Card,2023-07-26,1,Aarav Singh,37,Female,Delhi,2020-11-01,228,29,3.03,11037,1.83,56.1,Mixed
T01616,R0295,Zone_6,3.17,26.19,63.07,Credit Card,2023-05-12,1,Kavya Gupta,18,Female,Delhi,2019-05-29,98,18,3.59,14627,0.54,37.6,Mixed
T01617,R0015,Zone_9,6.86,36.69,158.93,Credit Card,2024-07-15,1,Saanvi Patel,28,Other,Chennai,2022-12-19,46,1,3.87,11037,1.83,56.1,Mixed
T01618,R0212,Zone_8,19.08,127.16,432.46,Cash,2024-05-12,0,Aadhya Iyer,36,Female,Ahmedabad,2023-09-11,73,12,3.22,4516,1.93,31.0,Business
T01619,R0049,Zone_10,4.52,32.2,63.01,Cash,2023-09-04,0,Meera Iyer,39,Male,Mumbai,2020-05-19,375,55,4.4,2440,1.54,35.4,Industrial
T01620,R0059,Zone_2,12.21,89.57,237.49,UPI,2023-04-23,0,Aarav Sharma,43,Male,Delhi,2021-08-02,357,11,3.27,6371,0.91,58.4,Residential
T01621,R0062,Zone_6,10.09,66.64,113.63,Credit Card,2023-03-10,1,Kavya Sharma,38,Male,Jaipur,2019-05-13,57,3,3.58,14627,0.54,37.6,Mixed
T01622,R0031,Zone_10,14.43,83.28,128.31,Credit Card,2023-11-02,0,Reyansh Nair,29,Female,Hyderabad,2023-04-27,230,21,4.62,2440,1.54,35.4,Industrial
T01623,R0130,Zone_6,7.13,63.26,131.57,UPI,2024-04-03,1,Diya Ghosh,27,Female,Pune,2019-02-16,316,62,3.62,14627,0.54,37.6,Mixed
T01624,R0267,Zone_3,13.95,100.44,191.44,Credit Card,2023-01-24,0,Arjun Iyer,37,Other,Jaipur,2021-01-01,131,11,4.5,12971,2.11,38.0,Business
T01625,R0204,Zone_4,14.08,86.32,142.21,Wallet,2024-05-19,1,Aarav Kumar,37,Female,Hyderabad,2019-01-01,438,5,3.73,4038,2.46,48.2,Business
T01626,R0266,Zone_10,8.98,63.43,121.26,Wallet,2023-10-15,1,Diya Reddy,29,Other,Chennai,2020-09-25,98,13,3.9,2440,1.54,35.4,Industrial
T01627,R0138,Zone_7,2.18,11.6,40.84,Wallet,2024-07-29,0,Ishaan Das,46,Male,Kolkata,2022-07-28,13,0,3.53,11070,0.64,45.2,Industrial
T01628,R0063,Zone_6,12.57,66.91,195.23,UPI,2024-06-19,0,Diya Iyer,34,Male,Surat,2023-04-21,329,33,4.83,14627,0.54,37.6,Mixed
T01629,R0260,Zone_2,3.13,28.76,62.82,UPI,2024-05-10,1,Reyansh Das,55,Other,Mumbai,2019-07-17,63,3,4.24,6371,0.91,58.4,Residential
T01630,R0067,Zone_5,7.31,39.41,165.12,UPI,2023-04-01,0,Saanvi Iyer,32,Male,Pune,2022-07-24,348,9,3.38,2590,1.31,43.9,Business
T01631,R0177,Zone_1,12.73,110.74,235.51,Credit Card,2024-07-15,1,Ishaan Reddy,34,Other,Bengaluru,2023-02-15,489,63,4.48,4921,2.43,30.9,Residential
T01632,R0007,Zone_8,13.46,95.47,174.21,Credit Card,2023-04-26,0,Ishaan Ghosh,18,Female,Mumbai,2021-03-26,458,82,4.03,4516,1.93,31.0,Business
T01633,R0232,Zone_6,6.26,62.59,81.29,Credit Card,2023-04-09,0,Meera Das,38,Male,Jaipur,2022-12-08,172,15,3.94,14627,0.54,37.6,Mixed
T01634,R0066,Zone_4,11.13,81.26,140.6,Cash,2023-12-09,0,Arjun Patel,38,Female,Bengaluru,2022-06-03,167,28,4.72,4038,2.46,48.2,Business
T01635,R0291,Zone_9,0.29,2.87,4.66,Wallet,2023-08-03,1,Arjun Ghosh,23,Other,Pune,2021-04-19,499,94,3.46,11037,1.83,56.1,Mixed
T01636,R0009,Zone_2,5.64,36.01,62.56,Wallet,2024-05-28,1,Diya Patel,42,Female,Ahmedabad,2019-12-15,172,21,4.11,6371,0.91,58.4,Residential
T01637,R0044,Zone_7,15.34,123.22,134.21,Credit Card,2023-04-05,0,Arjun Gupta,36,Female,Hyderabad,2020-08-01,271,5,3.21,11070,0.64,45.2,Industrial
T01638,R0002,Zone_8,14.72,101.63,148.43,Cash,2023-02-08,1,Ishaan Nair,39,Female,Mumbai,2019-11-23,70,5,4.12,4516,1.93,31.0,Business
T01639,R0292,Zone_7,11.35,79.85,93.29,Wallet,2023-12-11,0,Diya Patel,37,Female,Jaipur,2020-06-28,141,19,4.39,11070,0.64,45.2,Industrial
T01640,R0124,Zone_7,7.29,37.66,85.71,UPI,2024-06-29,1,Aadhya Das,37,Other,Hyderabad,2022-06-09,419,25,3.59,11070,0.64,45.2,Industrial
T01641,R0250,Zone_3,12.24,92.52,209.81,Cash,2023-08-07,1,Aadhya Iyer,34,Female,Jaipur,2021-02-01,163,31,4.63,12971,2.11,38.0,Business
T01642,R0271,Zone_8,7.88,75.96,74.58,UPI,2023-05-11,1,Saanvi Iyer,22,Male,Bengaluru,2022-10-07,58,6,4.37,4516,1.93,31.0,Business
T01643,R0271,Zone_5,8.84,69.96,205.88,Credit Card,2023-10-03,0,Saanvi Iyer,22,Male,Bengaluru,2022-10-07,58,6,4.37,2590,1.31,43.9,Business
T01644,R0155,Zone_10,8.44,46.57,105.78,Wallet,2023-08-26,0,Meera Reddy,23,Male,Hyderabad,2019-02-10,353,8,3.14,2440,1.54,35.4,Industrial
T01645,R0018,Zone_7,4.12,37.56,46.6,Credit Card,2023-05-07,1,Aarav Reddy,49,Female,Delhi,2023-01-09,446,86,3.29,11070,0.64,45.2,Industrial
T01646,R0157,Zone_3,11.63,91.2,170.93,Wallet,2024-01-24,1,Kavya Nair,36,Female,Hyderabad,2021-11-23,319,27,4.65,12971,2.11,38.0,Business
T01647,R0026,Zone_10,2.65,18.2,25.4,Cash,2023-09-29,1,Aarav Kumar,26,Female,Surat,2020-04-17,44,5,3.17,2440,1.54,35.4,Industrial
T01648,R0196,Zone_3,11.88,114.22,118.56,Credit Card,2024-06-05,1,Vivaan Das,18,Male,Hyderabad,2019-06-24,51,9,4.93,12971,2.11,38.0,Business
T01649,R0253,Zone_4,3.2,28.3,49.71,UPI,2023-06-28,0,Ishaan Gupta,26,Male,Surat,2021-08-19,173,24,3.16,4038,2.46,48.2,Business
T01650,R0261,Zone_2,4.39,23.72,49.3,Cash,2024-03-29,1,Aarav Kumar,31,Male,Pune,2022-08-26,477,83,4.24,6371,0.91,58.4,Residential
T01651,R0097,Zone_2,6.2,61.2,102.4,UPI,2024-01-23,0,Aarav Iyer,23,Other,Bengaluru,2021-01-25,478,5,3.28,6371,0.91,58.4,Residential
T01652,R0214,Zone_10,7.22,57.99,164.58,Wallet,2024-05-16,0,Aarav Kumar,20,Female,Kolkata,2022-09-14,210,2,4.53,2440,1.54,35.4,Industrial
T01653,R0250,Zone_5,8.95,64.68,119.38,UPI,2024-06-18,1,Aadhya Iyer,34,Female,Jaipur,2021-02-01,163,31,4.63,2590,1.31,43.9,Business
T01654,R0125,Zone_1,12.14,94.46,296.53,UPI,2023-06-03,1,Saanvi Ghosh,44,Male,Ahmedabad,2023-04-22,99,19,3.89,4921,2.43,30.9,Residential
T01655,R0196,Zone_6,14.55,91.15,168.41,Cash,2024-05-10,1,Vivaan Das,18,Male,Hyderabad,2019-06-24,51,9,4.93,14627,0.54,37.6,Mixed
T01656,R0185,Zone_10,0.55,5.47,9.49,Wallet,2023-06-10,0,Vivaan Sharma,27,Male,Delhi,2021-08-27,201,12,4.05,2440,1.54,35.4,Industrial
T01657,R0246,Zone_3,12.92,108.63,201.25,Cash,2023-08-16,0,Vivaan Das,29,Other,Mumbai,2021-03-31,240,34,4.79,12971,2.11,38.0,Business
T01658,R0184,Zone_1,5.68,33.74,133.83,UPI,2024-03-30,1,Meera Nair,29,Female,Surat,2020-03-04,285,27,3.97,4921,2.43,30.9,Residential
T01659,R0086,Zone_8,7.64,68.83,107.37,UPI,2023-07-01,0,Vivaan Patel,23,Male,Hyderabad,2019-11-08,337,17,4.56,4516,1.93,31.0,Business
T01660,R0095,Zone_1,7.47,54.57,181.06,UPI,2023-03-09,0,Kavya Iyer,29,Female,Chennai,2020-10-07,481,77,4.26,4921,2.43,30.9,Residential
T01661,R0173,Zone_5,5.75,37.23,46.87,UPI,2023-11-15,1,Saanvi Ghosh,26,Other,Mumbai,2020-01-15,389,55,4.28,2590,1.31,43.9,Business
T01662,R0149,Zone_4,3.55,31.84,59.18,Credit Card,2024-05-27,0,Diya Reddy,30,Male,Jaipur,2019-09-14,89,8,4.57,4038,2.46,48.2,Business
T01663,R0294,Zone_4,9.4,87.11,128.34,Cash,2023-09-18,1,Arjun Reddy,24,Male,Surat,2021-04-02,41,7,3.2,4038,2.46,48.2,Business
T01664,R0283,Zone_5,12.06,77.85,274.76,Wallet,2024-03-08,1,Diya Nair,19,Male,Surat,2023-06-15,245,45,3.55,2590,1.31,43.9,Business
T01665,R0293,Zone_1,1.7000000000000002,9.4,23.4,Wallet,2023-02-13,1,Arjun Kumar,39,Female,Delhi,2019-10-01,248,44,3.2,4921,2.43,30.9,Residential
T01666,R0247,Zone_9,7.9,54.08,140.92,Wallet,2024-05-03,1,Aadhya Das,37,Male,Bengaluru,2021-05-11,249,47,4.92,11037,1.83,56.1,Mixed
T01667,R0112,Zone_6,4.85,26.32,50.99,Wallet,2024-08-21,1,Meera Nair,41,Female,Delhi,2020-11-13,311,11,3.24,14627,0.54,37.6,Mixed
T01668,R0012,Zone_9,13.48,88.12,180.67,Credit Card,2023-09-08,1,Aarav Das,31,Female,Hyderabad,2022-01-19,248,11,3.31,11037,1.83,56.1,Mixed
T01669,R0018,Zone_9,10.47,104.34,254.12,Credit Card,2023-02-11,1,Aarav Reddy,49,Female,Delhi,2023-01-09,446,86,3.29,11037,1.83,56.1,Mixed
T01670,R0027,Zone_9,15.54,102.56,248.87,Wallet,2023-05-12,0,Ishaan Iyer,39,Male,Jaipur,2019-10-05,403,61,3.98,11037,1.83,56.1,Mixed
T01671,R0132,Zone_9,0.26,2.04,3.01,Wallet,2023-12-06,0,Aadhya Iyer,23,Male,Surat,2022-12-09,484,25,3.32,11037,1.83,56.1,Mixed
T01672,R0263,Zone_10,13.17,85.57,307.13,Wallet,2024-03-08,1,Ishaan Das,31,Other,Chennai,2020-12-30,297,21,3.84,2440,1.54,35.4,Industrial
T01673,R0065,Zone_9,8.81,81.96,76.13,Cash,2023-12-21,0,Meera Nair,43,Other,Mumbai,2023-06-28,180,32,4.52,11037,1.83,56.1,Mixed
T01674,R0195,Zone_10,4.37,36.96,84.07,Cash,2023-05-31,0,Aadhya Reddy,33,Male,Kolkata,2021-05-27,72,10,4.97,2440,1.54,35.4,Industrial
T01675,R0138,Zone_1,10.45,53.5,170.59,Wallet,2024-03-12,1,Ishaan Das,46,Male,Kolkata,2022-07-28,13,0,3.53,4921,2.43,30.9,Residential
T01676,R0213,Zone_1,15.83,84.55,300.77,UPI,2024-06-26,1,Kavya Ghosh,29,Female,Chennai,2019-06-04,456,26,3.74,4921,2.43,30.9,Residential
T01677,R0089,Zone_10,16.02,96.02,276.89,UPI,2023-08-11,0,Saanvi Reddy,48,Other,Surat,2022-09-21,308,6,3.91,2440,1.54,35.4,Industrial
T01678,R0147,Zone_9,12.11,103.45,251.23,Cash,2024-06-18,1,Saanvi Nair,35,Other,Mumbai,2022-08-29,239,21,3.91,11037,1.83,56.1,Mixed
T01679,R0204,Zone_10,3.04,18.36,46.52,UPI,2024-06-18,0,Aarav Kumar,37,Female,Hyderabad,2019-01-01,438,5,3.73,2440,1.54,35.4,Industrial
T01680,R0067,Zone_2,9.55,70.55,139.31,Credit Card,2023-12-03,0,Saanvi Iyer,32,Male,Pune,2022-07-24,348,9,3.38,6371,0.91,58.4,Residential
T01681,R0090,Zone_4,9.71,84.65,212.98,Cash,2023-03-28,0,Kavya Iyer,33,Female,Mumbai,2021-01-31,152,25,4.51,4038,2.46,48.2,Business
T01682,R0162,Zone_5,14.21,105.79,305.85,Credit Card,2023-05-26,1,Meera Patel,30,Male,Hyderabad,2023-08-14,394,38,4.28,2590,1.31,43.9,Business
T01683,R0225,Zone_10,7.18,36.97,138.49,Wallet,2023-08-13,0,Ishaan Sharma,39,Female,Delhi,2020-06-15,465,9,4.08,2440,1.54,35.4,Industrial
T01684,R0100,Zone_10,8.08,75.65,66.07,UPI,2023-05-28,0,Ishaan Gupta,28,Male,Delhi,2021-05-24,383,60,3.79,2440,1.54,35.4,Industrial
T01685,R0134,Zone_10,4.73,44.0,114.72,Credit Card,2024-07-02,1,Aadhya Singh,34,Male,Jaipur,2022-07-30,410,29,4.59,2440,1.54,35.4,Industrial
T01686,R0209,Zone_3,11.34,91.7,149.77,Credit Card,2024-05-15,1,Vivaan Sharma,31,Other,Surat,2020-06-11,109,20,3.77,12971,2.11,38.0,Business
T01687,R0262,Zone_1,6.92,58.18,118.05,UPI,2024-02-17,1,Meera Singh,30,Male,Ahmedabad,2019-04-21,6,0,3.35,4921,2.43,30.9,Residential
T01688,R0244,Zone_9,8.93,75.16,210.43,Cash,2024-02-20,0,Aadhya Iyer,24,Female,Kolkata,2019-04-22,27,1,3.13,11037,1.83,56.1,Mixed
T01689,R0140,Zone_4,5.65,44.27,75.01,Cash,2024-04-26,0,Aadhya Nair,29,Female,Delhi,2020-04-17,499,45,4.92,4038,2.46,48.2,Business
T01690,R0108,Zone_2,8.24,47.99,153.95,Credit Card,2023-06-04,0,Reyansh Gupta,18,Male,Pune,2019-05-31,184,32,4.88,6371,0.91,58.4,Residential
T01691,R0091,Zone_7,2.6,23.78,35.54,Credit Card,2023-11-27,1,Meera Das,41,Other,Surat,2022-04-16,334,43,3.4,11070,0.64,45.2,Industrial
T01692,R0144,Zone_3,8.8,66.55,137.95,Wallet,2023-02-07,1,Ishaan Kumar,34,Other,Pune,2021-01-31,194,10,3.52,12971,2.11,38.0,Business
T01693,R0092,Zone_2,4.99,38.39,47.48,Cash,2024-06-18,1,Aarav Nair,21,Male,Surat,2019-07-18,252,23,4.51,6371,0.91,58.4,Residential
T01694,R0288,Zone_2,11.5,81.69,222.26,Credit Card,2024-02-27,1,Diya Ghosh,42,Male,Ahmedabad,2021-08-30,43,5,4.56,6371,0.91,58.4,Residential
T01695,R0028,Zone_6,17.24,165.21,428.63,UPI,2024-02-16,1,Reyansh Sharma,20,Female,Surat,2023-11-11,249,21,3.79,14627,0.54,37.6,Mixed
T01696,R0063,Zone_6,12.23,64.78,266.78,Cash,2023-11-26,0,Diya Iyer,34,Male,Surat,2023-04-21,329,33,4.83,14627,0.54,37.6,Mixed
T01697,R0075,Zone_10,2.4,16.38,23.94,UPI,2023-08-14,0,Diya Reddy,18,Female,Mumbai,2021-04-30,108,7,4.83,2440,1.54,35.4,Industrial
T01698,R0096,Zone_3,6.2,61.65,93.59,UPI,2023-01-25,1,Reyansh Das,40,Female,Kolkata,2019-12-28,121,3,4.46,12971,2.11,38.0,Business
T01699,R0119,Zone_2,0.05,0.48,0.71,Wallet,2023-08-19,1,Saanvi Iyer,47,Male,Hyderabad,2023-05-05,30,1,4.39,6371,0.91,58.4,Residential
T01700,R0237,Zone_9,8.07,47.69,107.17,UPI,2023-01-08,0,Aadhya Nair,40,Male,Chennai,2022-12-13,36,3,3.71,11037,1.83,56.1,Mixed
T01701,R0224,Zone_8,0.87,7.64,14.27,Credit Card,2023-10-22,1,Ishaan Sharma,29,Female,Ahmedabad,2020-08-04,200,1,4.31,4516,1.93,31.0,Business
T01702,R0242,Zone_1,1.99,10.0,42.27,UPI,2023-05-11,0,Kavya Iyer,34,Male,Ahmedabad,2022-06-05,445,8,4.54,4921,2.43,30.9,Residential
T01703,R0246,Zone_3,13.48,88.14,273.92,Wallet,2023-02-19,1,Vivaan Das,29,Other,Mumbai,2021-03-31,240,34,4.79,12971,2.11,38.0,Business
T01704,R0282,Zone_5,12.31,113.54,272.04,Wallet,2024-07-15,1,Reyansh Kumar,22,Other,Bengaluru,2022-05-02,319,3,4.47,2590,1.31,43.9,Business
T01705,R0288,Zone_7,0.4,3.68,4.43,UPI,2023-11-12,0,Diya Ghosh,42,Male,Ahmedabad,2021-08-30,43,5,4.56,11070,0.64,45.2,Industrial
T01706,R0164,Zone_6,5.76,42.24,86.96,UPI,2023-01-26,1,Aadhya Ghosh,37,Other,Ahmedabad,2022-07-06,249,23,4.02,14627,0.54,37.6,Mixed
T01707,R0266,Zone_8,10.32,54.32,189.21,UPI,2023-09-07,0,Diya Reddy,29,Other,Chennai,2020-09-25,98,13,3.9,4516,1.93,31.0,Business
T01708,R0080,Zone_8,9.96,61.44,140.62,UPI,2024-08-03,0,Reyansh Kumar,19,Female,Mumbai,2021-05-15,34,6,4.6,4516,1.93,31.0,Business
T01709,R0285,Zone_8,0.14,0.74,1.17,Wallet,2023-10-24,1,Diya Iyer,29,Female,Chennai,2019-01-10,244,16,4.97,4516,1.93,31.0,Business
T01710,R0230,Zone_10,9.3,86.41,197.64,UPI,2023-12-14,1,Kavya Gupta,32,Male,Chennai,2022-11-22,183,23,3.65,2440,1.54,35.4,Industrial
T01711,R0037,Zone_3,4.96,33.86,69.47,Cash,2023-10-06,0,Aadhya Iyer,32,Other,Ahmedabad,2020-11-21,489,6,3.36,12971,2.11,38.0,Business
T01712,R0141,Zone_2,13.99,128.6,165.65,UPI,2023-11-08,0,Arjun Das,25,Other,Jaipur,2019-07-08,53,0,4.29,6371,0.91,58.4,Residential
T01713,R0030,Zone_9,7.0,59.57,169.64,Wallet,2024-03-26,0,Saanvi Patel,25,Other,Mumbai,2021-01-08,442,58,3.72,11037,1.83,56.1,Mixed
T01714,R0246,Zone_1,9.8,51.41,202.66,Cash,2024-02-14,1,Vivaan Das,29,Other,Mumbai,2021-03-31,240,34,4.79,4921,2.43,30.9,Residential
T01715,R0199,Zone_9,7.45,63.51,105.16,Cash,2023-01-03,0,Aarav Das,29,Male,Ahmedabad,2021-08-03,344,27,3.91,11037,1.83,56.1,Mixed
T01716,R0178,Zone_4,11.33,112.89,208.08,UPI,2023-03-29,1,Saanvi Ghosh,27,Male,Delhi,2021-05-15,56,7,3.13,4038,2.46,48.2,Business
T01717,R0048,Zone_1,4.16,32.72,51.0,Wallet,2023-12-22,1,Kavya Sharma,35,Male,Hyderabad,2019-05-31,207,1,3.02,4921,2.43,30.9,Residential
T01718,R0087,Zone_10,11.34,62.28,219.31,Wallet,2023-11-24,0,Saanvi Das,26,Female,Jaipur,2021-05-11,362,33,3.57,2440,1.54,35.4,Industrial
T01719,R0146,Zone_6,14.04,90.79,208.19,Wallet,2023-05-21,0,Kavya Gupta,30,Male,Surat,2020-04-15,80,11,3.89,14627,0.54,37.6,Mixed
T01720,R0261,Zone_5,17.18,118.18,141.0,UPI,2023-08-22,1,Aarav Kumar,31,Male,Pune,2022-08-26,477,83,4.24,2590,1.31,43.9,Business
T01721,R0290,Zone_9,15.92,116.68,200.09,Wallet,2023-06-22,0,Saanvi Kumar,34,Other,Chennai,2020-05-06,169,4,4.28,11037,1.83,56.1,Mixed
T01722,R0272,Zone_5,5.32,38.27,53.27,Credit Card,2023-09-12,1,Kavya Ghosh,21,Male,Kolkata,2020-01-15,432,4,4.79,2590,1.31,43.9,Business
T01723,R0031,Zone_6,10.89,107.1,227.92,Credit Card,2023-09-24,0,Reyansh Nair,29,Female,Hyderabad,2023-04-27,230,21,4.62,14627,0.54,37.6,Mixed
T01724,R0300,Zone_1,12.04,109.7,169.14,UPI,2024-04-27,0,Saanvi Iyer,38,Female,Kolkata,2023-07-08,291,7,3.67,4921,2.43,30.9,Residential
T01725,R0103,Zone_6,10.95,103.94,253.26,UPI,2024-02-21,1,Ishaan Gupta,37,Other,Surat,2022-11-24,175,14,3.07,14627,0.54,37.6,Mixed
T01726,R0057,Zone_8,11.77,69.51,128.9,UPI,2024-08-01,0,Aadhya Reddy,39,Male,Bengaluru,2023-06-04,407,11,3.66,4516,1.93,31.0,Business
T01727,R0151,Zone_2,10.12,98.81,118.9,Wallet,2023-07-18,1,Meera Reddy,34,Male,Hyderabad,2023-02-25,394,56,5.0,6371,0.91,58.4,Residential
T01728,R0140,Zone_2,5.27,31.51,112.62,UPI,2024-03-02,1,Aadhya Nair,29,Female,Delhi,2020-04-17,499,45,4.92,6371,0.91,58.4,Residential
T01729,R0255,Zone_6,9.04,70.88,187.66,Cash,2023-10-04,1,Reyansh Sharma,37,Female,Bengaluru,2021-07-06,475,42,3.12,14627,0.54,37.6,Mixed
T01730,R0263,Zone_2,12.23,104.41,267.87,Cash,2023-10-03,0,Ishaan Das,31,Other,Chennai,2020-12-30,297,21,3.84,6371,0.91,58.4,Residential
T01731,R0277,Zone_9,10.31,77.1,246.97,Cash,2024-07-26,1,Kavya Gupta,42,Female,Jaipur,2021-01-22,433,16,3.06,11037,1.83,56.1,Mixed
T01732,R0234,Zone_4,2.52,23.94,57.04,UPI,2023-11-11,1,Saanvi Nair,32,Other,Pune,2022-12-01,183,31,3.98,4038,2.46,48.2,Business
T01733,R0193,Zone_1,3.61,27.51,31.75,Wallet,2023-09-26,1,Kavya Singh,33,Female,Chennai,2022-01-03,389,68,4.41,4921,2.43,30.9,Residential
